,0
777,pagecounts-20080219-050001.gz
778,pagecounts-20080916-160000.gz
779,pagecounts-20080908-050001.gz
780,pagecounts-20080813-220000.gz
781,pagecounts-20080810-200000.gz
782,pagecounts-20080328-220000.gz
783,pagecounts-20080904-140000.gz
784,pagecounts-20080203-020000.gz
785,pagecounts-20080211-020000.gz
786,pagecounts-20080613-160000.gz
787,pagecounts-20081003-080000.gz
788,pagecounts-20081205-120000.gz
789,pagecounts-20080618-070000.gz
790,pagecounts-20080303-120000.gz
791,pagecounts-20081212-180001.gz
792,pagecounts-20081129-080000.gz
793,pagecounts-20080510-090001.gz
794,pagecounts-20081109-180000.gz
795,pagecounts-20080421-070000.gz
796,pagecounts-20080621-220000.gz
797,pagecounts-20080604-060000.gz
798,pagecounts-20081017-020000.gz
799,pagecounts-20080205-000000.gz
800,pagecounts-20080203-110000.gz
801,pagecounts-20080930-110000.gz
802,pagecounts-20080711-040000.gz
803,pagecounts-20081020-170000.gz
804,pagecounts-20080608-150000.gz
805,pagecounts-20080903-230000.gz
806,pagecounts-20080604-160000.gz
807,pagecounts-20080229-010000.gz
808,pagecounts-20080325-080000.gz
809,pagecounts-20080507-050000.gz
810,pagecounts-20080819-070000.gz
811,pagecounts-20080916-230000.gz
812,pagecounts-20080919-160000.gz
813,pagecounts-20081105-010000.gz
814,pagecounts-20080912-010000.gz
815,pagecounts-20080726-010000.gz
816,pagecounts-20080309-030000.gz
817,pagecounts-20080820-150000.gz
818,pagecounts-20080122-050000.gz
819,pagecounts-20081215-210000.gz
820,pagecounts-20080731-230000.gz
821,pagecounts-20081104-020000.gz
822,pagecounts-20081208-040001.gz
823,pagecounts-20080824-100000.gz
824,pagecounts-20080919-060001.gz
825,pagecounts-20080521-060000.gz
826,pagecounts-20080523-040000.gz
827,pagecounts-20080322-080000.gz
828,pagecounts-20080920-230001.gz
829,pagecounts-20080129-130000.gz
830,pagecounts-20080226-130001.gz
831,pagecounts-20080306-150000.gz
832,pagecounts-20080710-120000.gz
833,pagecounts-20080517-010000.gz
834,pagecounts-20081231-190000.gz
835,pagecounts-20080810-030000.gz
836,pagecounts-20080803-060000.gz
837,pagecounts-20080408-170000.gz
838,pagecounts-20080118-110000.gz
839,pagecounts-20080407-020000.gz
840,pagecounts-20080726-170000.gz
841,pagecounts-20081123-070000.gz
842,pagecounts-20080712-110001.gz
843,pagecounts-20080708-080000.gz
844,pagecounts-20080111-040000.gz
845,pagecounts-20080410-230000.gz
846,pagecounts-20080616-220000.gz
847,pagecounts-20081028-150000.gz
848,pagecounts-20080607-150000.gz
849,pagecounts-20080730-040000.gz
850,pagecounts-20081005-140000.gz
851,pagecounts-20081005-090000.gz
852,pagecounts-20080104-120000.gz
853,pagecounts-20080304-200000.gz
854,pagecounts-20080110-120001.gz
855,pagecounts-20080415-100001.gz
856,pagecounts-20080312-090000.gz
857,pagecounts-20080429-120000.gz
858,pagecounts-20080803-150000.gz
859,pagecounts-20080612-070000.gz
860,pagecounts-20080215-160000.gz
861,pagecounts-20081012-160000.gz
862,pagecounts-20080408-020000.gz
863,pagecounts-20080524-090000.gz
864,pagecounts-20080104-070000.gz
865,pagecounts-20080302-110000.gz
866,pagecounts-20081119-090000.gz
867,pagecounts-20081004-210000.gz
868,pagecounts-20080120-000000.gz
869,pagecounts-20081102-080000.gz
870,pagecounts-20080315-180000.gz
871,pagecounts-20080317-200000.gz
872,pagecounts-20080215-150001.gz
873,pagecounts-20080329-110000.gz
874,pagecounts-20080206-190000.gz
875,pagecounts-20080606-150000.gz
876,pagecounts-20081107-190000.gz
877,pagecounts-20080209-010001.gz
878,pagecounts-20080123-090001.gz
879,pagecounts-20081108-150000.gz
880,pagecounts-20080809-070001.gz
881,pagecounts-20080105-030000.gz
882,pagecounts-20081203-050000.gz
883,pagecounts-20081204-090000.gz
884,pagecounts-20080114-220000.gz
885,pagecounts-20080622-130000.gz
886,pagecounts-20080109-230001.gz
887,pagecounts-20080826-190000.gz
888,pagecounts-20080313-080000.gz
889,pagecounts-20080730-030000.gz
890,pagecounts-20080423-070000.gz
891,pagecounts-20080531-070000.gz
892,pagecounts-20080416-160000.gz
893,pagecounts-20080313-150000.gz
894,pagecounts-20080510-040000.gz
895,pagecounts-20080819-140001.gz
896,pagecounts-20081007-000000.gz
897,pagecounts-20081223-000000.gz
898,pagecounts-20081224-210000.gz
899,pagecounts-20081109-140000.gz
900,pagecounts-20080603-070000.gz
901,pagecounts-20080909-020000.gz
902,pagecounts-20081026-220000.gz
903,pagecounts-20081018-040000.gz
904,pagecounts-20081219-150000.gz
905,pagecounts-20081117-100000.gz
906,pagecounts-20080629-030000.gz
907,pagecounts-20080807-150000.gz
908,pagecounts-20080614-030001.gz
909,pagecounts-20080720-070000.gz
910,pagecounts-20080526-110000.gz
911,pagecounts-20080205-140000.gz
912,pagecounts-20080904-180001.gz
913,pagecounts-20080506-220000.gz
914,pagecounts-20081028-020000.gz
915,pagecounts-20080816-030000.gz
916,pagecounts-20080926-110000.gz
917,pagecounts-20080906-110000.gz
918,pagecounts-20080829-070000.gz
919,pagecounts-20080704-190001.gz
920,pagecounts-20080819-050000.gz
921,pagecounts-20081213-120001.gz
922,pagecounts-20080508-080000.gz
923,pagecounts-20080330-050000.gz
924,pagecounts-20081101-210000.gz
925,pagecounts-20080416-020000.gz
926,pagecounts-20080220-070000.gz
927,pagecounts-20080108-210000.gz
928,pagecounts-20080510-170000.gz
929,pagecounts-20081105-000001.gz
930,pagecounts-20080317-210000.gz
931,pagecounts-20080908-090000.gz
932,pagecounts-20080830-030000.gz
933,pagecounts-20081022-160000.gz
934,pagecounts-20081206-150001.gz
935,pagecounts-20080209-210000.gz
936,pagecounts-20081211-130000.gz
937,pagecounts-20081101-010000.gz
938,pagecounts-20080317-060001.gz
939,pagecounts-20080326-160000.gz
940,pagecounts-20080309-160000.gz
941,pagecounts-20081117-030000.gz
942,pagecounts-20081208-070000.gz
943,pagecounts-20080905-130000.gz
944,pagecounts-20080403-120000.gz
945,pagecounts-20081110-030000.gz
946,pagecounts-20080905-110000.gz
947,pagecounts-20080218-200000.gz
948,pagecounts-20080414-040001.gz
949,pagecounts-20081129-120000.gz
950,pagecounts-20080223-120000.gz
951,pagecounts-20080901-090000.gz
952,pagecounts-20081203-120000.gz
953,pagecounts-20081231-020000.gz
954,pagecounts-20080106-050001.gz
955,pagecounts-20081118-220000.gz
956,pagecounts-20080727-090001.gz
957,pagecounts-20080610-120000.gz
958,pagecounts-20080404-200000.gz
959,pagecounts-20080803-080000.gz
960,pagecounts-20080802-080000.gz
961,pagecounts-20080508-230000.gz
962,pagecounts-20080217-000000.gz
963,pagecounts-20080808-160000.gz
964,pagecounts-20081027-050000.gz
965,pagecounts-20080909-120000.gz
966,pagecounts-20081019-180000.gz
967,pagecounts-20080101-040000.gz
968,pagecounts-20080828-000000.gz
969,pagecounts-20080329-070001.gz
970,pagecounts-20080522-190000.gz
971,pagecounts-20080503-210000.gz
972,pagecounts-20080321-040000.gz
973,pagecounts-20081024-050000.gz
974,pagecounts-20081008-070000.gz
975,pagecounts-20080912-000000.gz
976,pagecounts-20080327-050000.gz
977,pagecounts-20080530-140000.gz
978,pagecounts-20080320-150000.gz
979,pagecounts-20080414-140000.gz
980,pagecounts-20081119-200000.gz
981,pagecounts-20080705-030000.gz
982,pagecounts-20080315-080000.gz
983,pagecounts-20081222-130001.gz
984,pagecounts-20080812-050000.gz
985,pagecounts-20080119-200001.gz
986,pagecounts-20080617-160000.gz
987,pagecounts-20080209-040000.gz
988,pagecounts-20080211-210000.gz
989,pagecounts-20081229-020001.gz
990,pagecounts-20080121-230000.gz
991,pagecounts-20081213-130000.gz
992,pagecounts-20081121-050001.gz
993,pagecounts-20080707-140000.gz
994,pagecounts-20080126-150000.gz
995,pagecounts-20080724-150000.gz
996,pagecounts-20080410-180000.gz
997,pagecounts-20080513-060000.gz
998,pagecounts-20080119-140001.gz
999,pagecounts-20080130-200000.gz
1000,pagecounts-20080212-070000.gz
1001,pagecounts-20080610-040000.gz
1002,pagecounts-20080322-150000.gz
1003,pagecounts-20081013-000000.gz
1004,pagecounts-20080220-190000.gz
1005,pagecounts-20081106-200000.gz
1006,pagecounts-20080603-060000.gz
1007,pagecounts-20081106-130000.gz
1008,pagecounts-20081008-020000.gz
1009,pagecounts-20080117-160000.gz
1010,pagecounts-20080625-090001.gz
1011,pagecounts-20080618-100000.gz
1012,pagecounts-20080608-200000.gz
1013,pagecounts-20080527-040000.gz
1014,pagecounts-20081216-010000.gz
1015,pagecounts-20080429-190000.gz
1016,pagecounts-20080226-010001.gz
1017,pagecounts-20081020-050000.gz
1018,pagecounts-20081012-060000.gz
1019,pagecounts-20080306-190000.gz
1020,pagecounts-20080620-180000.gz
1021,pagecounts-20080908-040000.gz
1022,pagecounts-20080309-200000.gz
1023,pagecounts-20081209-130000.gz
1024,pagecounts-20080512-100000.gz
1025,pagecounts-20080223-170000.gz
1026,pagecounts-20080518-230000.gz
1027,pagecounts-20080425-110000.gz
1028,pagecounts-20081231-130000.gz
1029,pagecounts-20080825-100000.gz
1030,pagecounts-20080721-100000.gz
1031,pagecounts-20080205-160000.gz
1032,pagecounts-20080609-070000.gz
1033,pagecounts-20080924-100000.gz
1034,pagecounts-20080818-200001.gz
1035,pagecounts-20080514-030001.gz
1036,pagecounts-20080422-010000.gz
1037,pagecounts-20080720-080001.gz
1038,pagecounts-20081125-180001.gz
1039,pagecounts-20081108-090000.gz
1040,pagecounts-20080812-210000.gz
1041,pagecounts-20080425-230000.gz
1042,pagecounts-20080917-120001.gz
1043,pagecounts-20081003-090000.gz
1044,pagecounts-20081202-060000.gz
1045,pagecounts-20080726-050000.gz
1046,pagecounts-20080113-010001.gz
1047,pagecounts-20080603-000000.gz
1048,pagecounts-20080512-110000.gz
1049,pagecounts-20080325-020000.gz
1050,pagecounts-20081230-000000.gz
1051,pagecounts-20080622-030000.gz
1052,pagecounts-20080407-110000.gz
1053,pagecounts-20080327-180001.gz
1054,pagecounts-20080225-080000.gz
1055,pagecounts-20080129-080001.gz
1056,pagecounts-20080223-080000.gz
1057,pagecounts-20080928-090001.gz
1058,pagecounts-20080612-020000.gz
1059,pagecounts-20080314-200000.gz
1060,pagecounts-20080413-210000.gz
1061,pagecounts-20080924-080000.gz
1062,pagecounts-20080625-070000.gz
1063,pagecounts-20081031-120001.gz
1064,pagecounts-20080225-040000.gz
1065,pagecounts-20081113-180001.gz
1066,pagecounts-20081207-160001.gz
1067,pagecounts-20080525-200001.gz
1068,pagecounts-20080412-040000.gz
1069,pagecounts-20081116-080000.gz
1070,pagecounts-20081025-120001.gz
1071,pagecounts-20080907-230001.gz
1072,pagecounts-20080605-120000.gz
1073,pagecounts-20080703-020001.gz
1074,pagecounts-20080601-010000.gz
1075,pagecounts-20080312-130000.gz
1076,pagecounts-20080220-060000.gz
1077,pagecounts-20080113-080000.gz
1078,pagecounts-20080531-060001.gz
1079,pagecounts-20080823-120000.gz
1080,pagecounts-20081030-190000.gz
1081,pagecounts-20080826-180000.gz
1082,pagecounts-20081003-140000.gz
1083,pagecounts-20080501-020000.gz
1084,pagecounts-20080402-170000.gz
1085,pagecounts-20080323-040000.gz
1086,pagecounts-20080924-160000.gz
1087,pagecounts-20080301-000000.gz
1088,pagecounts-20081009-070000.gz
1089,pagecounts-20080727-230000.gz
1090,pagecounts-20080622-060000.gz
1091,pagecounts-20080319-180001.gz
1092,pagecounts-20081213-040000.gz
1093,pagecounts-20080715-000000.gz
1094,pagecounts-20080919-090000.gz
1095,pagecounts-20080125-140001.gz
1096,pagecounts-20080319-050000.gz
1097,pagecounts-20080714-160001.gz
1098,pagecounts-20081223-050000.gz
1099,pagecounts-20081022-120000.gz
1100,pagecounts-20080213-060000.gz
1101,pagecounts-20080324-090000.gz
1102,pagecounts-20080618-130000.gz
1103,pagecounts-20080811-030000.gz
1104,pagecounts-20080619-060000.gz
1105,pagecounts-20080129-170000.gz
1106,pagecounts-20080513-000000.gz
1107,pagecounts-20080211-220000.gz
1108,pagecounts-20081211-190000.gz
1109,pagecounts-20080312-010000.gz
1110,pagecounts-20080202-090000.gz
1111,pagecounts-20081220-220000.gz
1112,pagecounts-20081204-150000.gz
1113,pagecounts-20080728-210000.gz
1114,pagecounts-20080402-020001.gz
1115,pagecounts-20080528-150000.gz
1116,pagecounts-20080110-170000.gz
1117,pagecounts-20080406-160000.gz
1118,pagecounts-20080705-210000.gz
1119,pagecounts-20080626-170000.gz
1120,pagecounts-20080403-140000.gz
1121,pagecounts-20080421-110000.gz
1122,pagecounts-20081117-070000.gz
1123,pagecounts-20080226-000000.gz
1124,pagecounts-20081006-050000.gz
1125,pagecounts-20080508-020000.gz
1126,pagecounts-20080425-180000.gz
1127,pagecounts-20081012-210000.gz
1128,pagecounts-20081001-230001.gz
1129,pagecounts-20081208-230000.gz
1130,pagecounts-20080305-160000.gz
1131,pagecounts-20081017-030000.gz
1132,pagecounts-20080131-070000.gz
1133,pagecounts-20081028-170000.gz
1134,pagecounts-20081001-220000.gz
1135,pagecounts-20080128-080001.gz
1136,pagecounts-20080610-150000.gz
1137,pagecounts-20080327-000001.gz
1138,pagecounts-20080921-200000.gz
1139,pagecounts-20080821-090000.gz
1140,pagecounts-20080306-130000.gz
1141,pagecounts-20080709-030000.gz
1142,pagecounts-20081214-110000.gz
1143,pagecounts-20081202-170000.gz
1144,pagecounts-20080421-200000.gz
1145,pagecounts-20080102-120000.gz
1146,pagecounts-20080401-230000.gz
1147,pagecounts-20080901-080001.gz
1148,pagecounts-20080709-150000.gz
1149,pagecounts-20080722-220000.gz
1150,pagecounts-20081016-110000.gz
1151,pagecounts-20081023-110000.gz
1152,pagecounts-20080404-110000.gz
1153,pagecounts-20080916-220000.gz
1154,pagecounts-20081029-030000.gz
1155,pagecounts-20080511-060000.gz
1156,pagecounts-20080229-150000.gz
1157,pagecounts-20080723-090000.gz
1158,pagecounts-20080120-130000.gz
1159,pagecounts-20080801-030000.gz
1160,pagecounts-20081121-000001.gz
1161,pagecounts-20081122-150000.gz
1162,pagecounts-20081006-010000.gz
1163,pagecounts-20080126-210000.gz
1164,pagecounts-20080817-140000.gz
1165,pagecounts-20080824-000000.gz
1166,pagecounts-20081221-220000.gz
1167,pagecounts-20080927-120000.gz
1168,pagecounts-20080311-120000.gz
1169,pagecounts-20081001-120000.gz
1170,pagecounts-20080601-040000.gz
1171,pagecounts-20080208-000001.gz
1172,pagecounts-20080814-230001.gz
1173,pagecounts-20080720-050000.gz
1174,pagecounts-20080526-020001.gz
1175,pagecounts-20080217-230000.gz
1176,pagecounts-20081211-140000.gz
1177,pagecounts-20080708-180000.gz
1178,pagecounts-20081009-120000.gz
1179,pagecounts-20081003-210000.gz
1180,pagecounts-20080627-140000.gz
1181,pagecounts-20080915-150000.gz
1182,pagecounts-20080101-150001.gz
1183,pagecounts-20081026-140000.gz
1184,pagecounts-20080926-120000.gz
1185,pagecounts-20080327-030000.gz
1186,pagecounts-20080107-230001.gz
1187,pagecounts-20080815-130000.gz
1188,pagecounts-20080124-180000.gz
1189,pagecounts-20080209-140000.gz
1190,pagecounts-20080923-100001.gz
1191,pagecounts-20081122-140000.gz
1192,pagecounts-20080730-050000.gz
1193,pagecounts-20080925-100000.gz
1194,pagecounts-20080405-150001.gz
1195,pagecounts-20081215-220000.gz
1196,pagecounts-20080206-110000.gz
1197,pagecounts-20080714-210000.gz
1198,pagecounts-20080101-020000.gz
1199,pagecounts-20081126-160000.gz
1200,pagecounts-20081206-040000.gz
1201,pagecounts-20081210-020000.gz
1202,pagecounts-20080308-130000.gz
1203,pagecounts-20080310-220000.gz
1204,pagecounts-20080327-040000.gz
1205,pagecounts-20080630-070000.gz
1206,pagecounts-20080701-040000.gz
1207,pagecounts-20081229-110000.gz
1208,pagecounts-20080511-110000.gz
1209,pagecounts-20080402-060000.gz
1210,pagecounts-20080222-110000.gz
1211,pagecounts-20080406-110000.gz
1212,pagecounts-20081128-030000.gz
1213,pagecounts-20080506-130000.gz
1214,pagecounts-20080213-080001.gz
1215,pagecounts-20080906-000001.gz
1216,pagecounts-20080304-190000.gz
1217,pagecounts-20080801-040000.gz
1218,pagecounts-20080409-160000.gz
1219,pagecounts-20081126-010000.gz
1220,pagecounts-20080719-200001.gz
1221,pagecounts-20081009-100000.gz
1222,pagecounts-20080801-150000.gz
1223,pagecounts-20081208-020000.gz
1224,pagecounts-20080919-180001.gz
1225,pagecounts-20081025-160000.gz
1226,pagecounts-20080220-040000.gz
1227,pagecounts-20080124-220000.gz
1228,pagecounts-20080616-130000.gz
1229,pagecounts-20080411-030001.gz
1230,pagecounts-20081010-000000.gz
1231,pagecounts-20080801-080000.gz
1232,pagecounts-20080313-220000.gz
1233,pagecounts-20081230-050000.gz
1234,pagecounts-20081228-090000.gz
1235,pagecounts-20080411-070000.gz
1236,pagecounts-20080805-010000.gz
1237,pagecounts-20080317-070000.gz
1238,pagecounts-20080907-210000.gz
1239,pagecounts-20080219-190000.gz
1240,pagecounts-20080616-070000.gz
1241,pagecounts-20080708-210000.gz
1242,pagecounts-20080315-190000.gz
1243,pagecounts-20081020-040000.gz
1244,pagecounts-20080319-060001.gz
1245,pagecounts-20081113-080000.gz
1246,pagecounts-20080427-090001.gz
1247,pagecounts-20081017-170000.gz
1248,pagecounts-20080616-200000.gz
1249,pagecounts-20080221-130000.gz
1250,pagecounts-20080803-100001.gz
1251,pagecounts-20081220-100000.gz
1252,pagecounts-20080427-130000.gz
1253,pagecounts-20080427-210001.gz
1254,pagecounts-20080314-160000.gz
1255,pagecounts-20081202-090000.gz
1256,pagecounts-20081015-090000.gz
1257,pagecounts-20080531-150000.gz
1258,pagecounts-20080822-230001.gz
1259,pagecounts-20080412-050000.gz
1260,pagecounts-20080729-160000.gz
1261,pagecounts-20080211-010001.gz
1262,pagecounts-20080318-160000.gz
1263,pagecounts-20080101-180000.gz
1264,pagecounts-20080527-150000.gz
1265,pagecounts-20080304-050000.gz
1266,pagecounts-20080131-180000.gz
1267,pagecounts-20080523-050000.gz
1268,pagecounts-20080622-110000.gz
1269,pagecounts-20080615-100000.gz
1270,pagecounts-20081006-060000.gz
1271,pagecounts-20080313-030000.gz
1272,pagecounts-20081126-210000.gz
1273,pagecounts-20080603-100000.gz
1274,pagecounts-20080628-230000.gz
1275,pagecounts-20080101-210001.gz
1276,pagecounts-20080504-160001.gz
1277,pagecounts-20080316-210000.gz
1278,pagecounts-20081226-170000.gz
1279,pagecounts-20080626-090001.gz
1280,pagecounts-20080313-160001.gz
1281,pagecounts-20080208-220000.gz
1282,pagecounts-20080415-230000.gz
1283,pagecounts-20080214-040000.gz
1284,pagecounts-20080804-090001.gz
1285,pagecounts-20081205-170000.gz
1286,pagecounts-20081114-090000.gz
1287,pagecounts-20081007-170000.gz
1288,pagecounts-20080502-050000.gz
1289,pagecounts-20080520-070000.gz
1290,pagecounts-20080426-080001.gz
1291,pagecounts-20080826-090000.gz
1292,pagecounts-20080811-130001.gz
1293,pagecounts-20081027-220000.gz
1294,pagecounts-20081004-170000.gz
1295,pagecounts-20081225-200000.gz
1296,pagecounts-20081202-210000.gz
1297,pagecounts-20080605-140000.gz
1298,pagecounts-20080225-210000.gz
1299,pagecounts-20081123-080000.gz
1300,pagecounts-20080404-010000.gz
1301,pagecounts-20080219-030000.gz
1302,pagecounts-20080208-150000.gz
1303,pagecounts-20080919-070000.gz
1304,pagecounts-20080816-000000.gz
1305,pagecounts-20081214-120001.gz
1306,pagecounts-20080228-060000.gz
1307,pagecounts-20081018-150001.gz
1308,pagecounts-20080424-160000.gz
1309,pagecounts-20080328-040000.gz
1310,pagecounts-20080729-140001.gz
1311,pagecounts-20080705-020000.gz
1312,pagecounts-20081020-220000.gz
1313,pagecounts-20080307-150000.gz
1314,pagecounts-20080620-000000.gz
1315,pagecounts-20080107-000000.gz
1316,pagecounts-20080315-220000.gz
1317,pagecounts-20081024-040000.gz
